 ,phylum,class,order,family,genus,specificEpithet,sex,measurementType,measurementValue,measurementUnit,temperature,respiratoryQuotient,sampleSizeValue,comments,reference,inTextReference,publicationYear,fullReference,measurementMethod,metadataComment
110,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,fuliginosus,,brain size,130.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
112,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,fuliginosus,,body mass,2250,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
113,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,fuliginosus,,brain size,92.6,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
113,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,fuliginosus,,body mass,7735,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
114,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,fuliginosus,,brain size,85,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
114,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,fuliginosus,,body mass,2815,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
115,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,79,g,,,,Cynomolgus fascicularis,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
115,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,body mass,4035,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
116,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,75.7,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
116,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,body mass,2050,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
117,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,73.9,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
117,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,body mass,1425,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
118,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,66,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
118,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,body mass,1210,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
119,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,68,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
120,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,62.3,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
120,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,body mass,1980,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
121,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,56,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
122,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,brain size,53.7,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
122,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,,body mass,2490,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
123,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,pileatus,,brain size,60.1,g,,,,Cynomolgus pileatus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
123,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,pileatus,,body mass,2220,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
124,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,pileatus,,brain size,56.2,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
124,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,pileatus,,body mass,1720,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
125,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,,brain size,87.7,g,,,,Innus innus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
126,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,105.7,g,,,,Macacus rhesus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
127,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,100.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
127,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,body mass,3845,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
128,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,97,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
129,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,83.1,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
129,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,body mass,1752,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
130,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,82,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
130,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,body mass,2634,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
131,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,81,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
131,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,body mass,1860,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
132,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,80.2,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
132,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,body mass,2625,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
133,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,78.9,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
133,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,body mass,1985,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
134,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,brain size,78.4,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
134,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,rhesus,,body mass,1420,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
135,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,,brain size,90.5,g,,,,Macacus assamensis,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
135,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,,body mass,3655,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
136,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,leonina,,brain size,90,g,,,,Nemestrinus leoninus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
136,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,leonina,,body mass,2050,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
137,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,,brain size,117,g,,,,Nemestrinus nemestrina,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
137,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,,body mass,6625,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
138,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,,brain size,120,g,,,,Ateles ater,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
138,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,,body mass,2550,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
139,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,,brain size,108.3,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
139,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,,body mass,2035,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
140,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,,brain size,108.8,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
140,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,,body mass,2305,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
141,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,,brain size,61,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
141,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,,body mass,1920,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
142,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,,brain size,63.7,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
142,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,,body mass,969.7,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
143,Chordata,Mammalia,Primates,Cebidae,Cebus,olivaceus,,brain size,72.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
143,Chordata,Mammalia,Primates,Cebidae,Cebus,olivaceus,,body mass,1262,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
144,Chordata,Mammalia,Primates,Cebidae,Sapajus,libidinosus,,brain size,57.7,g,,,,Cebus lunatus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
144,Chordata,Mammalia,Primates,Cebidae,Sapajus,libidinosus,,body mass,2645,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
145,Chordata,Mammalia,Primates,Cebidae,Sapajus,libidinosus,,brain size,96.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
145,Chordata,Mammalia,Primates,Cebidae,Sapajus,libidinosus,,body mass,2520,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
146,Chordata,Mammalia,Primates,Cebidae,Cebus,apella,,brain size,66.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
147,Chordata,Mammalia,Primates,Atelidae,Alouatta,caraya,,brain size,45.6,g,,,,Alouata nigra ,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
147,Chordata,Mammalia,Primates,Atelidae,Alouatta,caraya,,body mass,2955,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
148,Chordata,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,,brain size,92.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
148,Chordata,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,,body mass,2550,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
149,Chordata,Mammalia,Primates,Aotidae,Aotus,trivirgatus,,brain size,15.5,g,,,,Nyctopithecus trivirgatus,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
149,Chordata,Mammalia,Primates,Aotidae,Aotus,trivirgatus,,body mass,480,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
150,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,,brain size,23.5,g,,,,Saimiris sciurea,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
150,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,,body mass,328.5,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
151,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,,brain size,21.2,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
151,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,,body mass,365,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
152,Chordata,Mammalia,Primates,Cebidae,Callithrix,jacchus,,brain size,9,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
152,Chordata,Mammalia,Primates,Cebidae,Callithrix,jacchus,,body mass,242,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
153,Chordata,Mammalia,Primates,Cebidae,Callithrix,jacchus,,brain size,7.2,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
153,Chordata,Mammalia,Primates,Cebidae,Callithrix,jacchus,,body mass,169,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,
154,Chordata,Mammalia,Primates,Cebidae,Callithrix,jacchus,,brain size,6.7,g,,,,,203,"Warnke, 1908",1908,"Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,German?
